,Building ID,total_mrr,netx_mrc,Market,Street Address,City,State,Postal Code,Latitude,Longitude,On Zayo Network Status,Net Classification,Type,Network Proximity, Estimated Build Cost ,est_cost,b_id
281,Bldg-078056,34401.02,0.0,Dallas,3510 Wyndham Ln,Richardson,TX,75082,32.999934,-96.686704,On Zayo Network,Fiber Only,Private Data Center,255.41," $27,324.60 ",27324.6,Bldg-078056
282,Bldg-078149,186.13,0.0,Denver,88 Inverness Cir E,Englewood,CO,80112,39.577086,-104.861668,Not on Zayo Network,Type 2,Office - Multi Tenant,719.43," $33,982.90 ",33982.9,Bldg-078149
283,Bldg-078151,384515.39999999973,41526.890000000014,Denver,639 E 18th Ave,Denver,CO,80203,39.74519179999999,-104.9792774,On Zayo Network,On-Net,Carrier Hotel,80.1," $16,004.50 ",16004.5,Bldg-078151
284,Bldg-078441,34087.520000000004,807.9,Dallas,2020 Live Oak St,Dallas,TX,75201,32.784004700000004,-96.7944818,On Zayo Network,On-Net,Neutral Data Center,71.18," $16,270.80 ",16270.8,Bldg-078441
285,Bldg-078777,0.0,0.0,Atlanta,130 Trinity Ave SW,Atlanta,GA,30303,33.7482867,-84.3921173,On Zayo Network,On-Net,Local/State Government,1725.78," $51,418.72 ",51418.72,Bldg-078777
286,Bldg-079521,1089.2,0.0,Atlanta,1968 Peachtree Rd NW,Atlanta,GA,30309,33.8094574,-84.3949262,On Zayo Network,Fiber Only,Hospital,482.43," $24,472.90 ",24472.9,Bldg-079521
287,Bldg-080112,2376.09,0.0,Denver,1500 N Watkins Rd,Watkins,CO,80137,39.7396385,-104.6030494,On Zayo Network,Fiber Only,Splice Point,393.99," $30,129.55 ",30129.55,Bldg-080112
288,Bldg-080175,17357.69,737.6,Denver,9197 S Peoria St,Englewood,CO,80112,39.5488997,-104.84202059999998,On Zayo Network,Fiber Only,Office - Single Tenant,1132.82," $46,384.60 ",46384.6,Bldg-080175
289,Bldg-080551,813.7,55.32,Atlanta,50 Hurt Plz SE,Atlanta,GA,30303,33.754243,-84.387292,On Zayo Network,Fiber Only,Office - Multi Tenant,91.64," $12,749.20 ",12749.2,Bldg-080551
290,Bldg-080556,226.42,0.0,Atlanta,3343 Peachtree Rd NE,Atlanta,GA,30326,33.8468815,-84.3667569,On Zayo Network,Fiber Only,Office - Multi Tenant,436.44," $23,093.20 ",23093.2,Bldg-080556
291,Bldg-081145,224.62,0.0,Denver,110 16th St,Denver,CO,80202,39.741574,-104.987873,On Zayo Network,Fiber Only,Office - Multi Tenant,133.87," $18,424.15 ",18424.15,Bldg-081145
292,Bldg-081148,3070.57,55.32,Denver,4704 N Harlan St,Denver,CO,80212,39.7825815,-105.06151750000001,On Zayo Network,Fiber Only,Office - Multi Tenant,293.47," $25,606.15 ",25606.15,Bldg-081148
293,Bldg-081149,700.46,0.0,Denver,5335 W 48th Ave,Denver,CO,80212,39.784304999999996,-105.054993,On Zayo Network,On-Net,Office - Multi Tenant,206.57," $21,695.65 ",21695.65,Bldg-081149
294,Bldg-081150,13782.37,0.0,Denver,4120 E Evans Ave,Denver,CO,80222,39.6779,-104.9392,Not on Zayo Network,Stubbed,Cell Site,185.87," $20,764.15 ",20764.15,Bldg-081150
295,Bldg-081157,449.24,0.0,Denver,10800 E Bethany Dr,Aurora,CO,80014,39.66291,-104.8622508,On Zayo Network,Fiber Only,Office - Multi Tenant,40.37," $14,216.65 ",14216.65,Bldg-081157
296,Bldg-081210,3593.57,0.0,Denver,11990 Grant St,Northglenn,CO,80233,39.913629,-104.98414199999999,On Zayo Network,Restricted,Office - Multi Tenant,341.44," $27,764.80 ",27764.8,Bldg-081210
297,Bldg-081662,55.32,0.0,Denver,7347 S Revere Pkwy,Centennial,CO,80112,39.5827029,-104.8413286,Not on Zayo Network,Type 2,Office - Single Tenant,1834.73," $67,441.90 ",67441.9,Bldg-081662
298,Bldg-081986,666.16,0.0,Atlanta,1720 Windward Concourse,Alpharetta,GA,30005,34.1025117,-84.24079509999999,On Zayo Network,On-Net,Office - Multi Tenant,360.28," $20,808.40 ",20808.4,Bldg-081986
299,Bldg-081987,260.32,0.0,Atlanta,3300 Old Milton Pkwy,Alpharetta,GA,30005,34.0690656,-84.2664422,On Zayo Network,On-Net,Hospital,1547.25," $47,134.00 ",47134.0,Bldg-081987
300,Bldg-081988,224.62,0.0,Atlanta,3050 Royal Blvd S,Alpharetta,GA,30022,34.052984,-84.2718469,On Zayo Network,On-Net,Office - Multi Tenant,774.71," $28,593.04 ",28593.04,Bldg-081988
301,Bldg-082114,450.39,0.0,Denver,1401 17th St,Denver,CO,80202,39.751265999999994,-104.997129,On Zayo Network,Fiber Only,Office - Single Tenant,251.74," $23,728.30 ",23728.3,Bldg-082114
302,Bldg-084506,1081.12,0.0,Denver,1700 S Abilene St,Aurora,CO,80012,39.6861217,-104.8272244,On Zayo Network,Fiber Only,Cell Site,551.14," $28,934.20 ",28934.2,Bldg-084506
303,Bldg-084510,1081.12,0.0,Denver,4343 S Buckley Rd,Aurora,CO,80015,39.637143,-104.792015,On Zayo Network,Restricted,Retail: Sm Shopping Mall,443.59," $32,361.55 ",32361.55,Bldg-084510
304,Bldg-084537,365176.8399999998,0.0,Denver,7346 S Yosemite St,Englewood,CO,80112,39.583544,-104.884948,On Zayo Network,Restricted,Mobile Service Center,460.74," $33,133.30 ",33133.3,Bldg-084537
305,Bldg-084698,2813.5299999999997,110.64,Denver,335 Inverness Dr S,Englewood,CO,80112,39.560323,-104.85759,On Zayo Network,Fiber Only,Neutral Data Center,308.86," $26,298.70 ",26298.7,Bldg-084698
306,Bldg-084699,3326.0699999999997,0.0,Denver,550 E 84th Ave,Denver,CO,80229,39.847827,-104.979817,On Zayo Network,On-Net,Neutral Data Center,385.93," $29,766.85 ",29766.85,Bldg-084699
307,Bldg-084918,813.2,55.32,Denver,12000 E 47th Ave,Denver,CO,80239,39.781987,-104.85036590000001,On Zayo Network,Fiber Only,Office - Multi Tenant,112.96," $17,483.20 ",17483.2,Bldg-084918
308,Bldg-086574,224.62,0.0,Atlanta,191 Peachtree St NE,Atlanta,GA,30303,33.7590381,-84.3872591,On Zayo Network,Fiber Only,Office - Multi Tenant,925.32," $32,207.68 ",32207.68,Bldg-086574
309,Bldg-086913,11485.24,0.0,Denver,4301 E Colfax Ave,Denver,CO,80220,39.740783,-104.936608,Not on Zayo Network,Stubbed,ILEC Central Office,158.76," $19,544.20 ",19544.2,Bldg-086913
310,Bldg-086944,0.0,0.0,Denver,38524 Main St,Agate,CO,80101,39.4618256,-103.94219190000001,On Zayo Network,Fiber Only,Carrier POP,1168.75," $47,462.50 ",47462.5,Bldg-086944
311,Bldg-086976,1081.12,0.0,Denver,12835 E Arapahoe Rd,Englewood,CO,80112,39.5962773,-104.8398912,On Zayo Network,Fiber Only,Cell Site,1277.23," $50,716.90 ",50716.9,Bldg-086976
312,Bldg-087927,401.46000000000004,0.0,Atlanta,3350 Peachtree Rd NE,Atlanta,GA,30326,33.847646999999995,-84.368123,On Zayo Network,Fiber Only,Office - Multi Tenant,198.33," $15,949.90 ",15949.9,Bldg-087927
313,Bldg-088480,455.68,0.0,Denver,2851 S Parker Rd,Aurora,CO,80014,39.6644397,-104.8610382,On Zayo Network,Fiber Only,Office - Multi Tenant,496.64," $34,748.80 ",34748.8,Bldg-088480
314,Bldg-088531,1098.03,0.0,Denver,500 E Speer Blvd,Denver,CO,80203,39.7213957,-104.9823548,On Zayo Network,Restricted,Office - Multi Tenant,35.18," $13,983.10 ",13983.1,Bldg-088531
315,Bldg-088695,3111.38,0.0,Atlanta,Joseph E Lowery Blvd NW & Simpson St NW,Atlanta,GA,30314,33.7634765,-84.4174747,On Zayo Network,Fiber Only,Splice Point,11.75," $10,352.50 ",10352.5,Bldg-088695
316,Bldg-089921,1111.89,0.0,Denver,46500 Cty Rd 141,Limon,CO,80828,39.368872700000004,-103.7990901,On Zayo Network,Restricted,Cell Site,58277.17," $1,760,715.10 ",1760715.1,Bldg-089921
317,Bldg-089927,4693.12,0.0,Denver,6303 S County Rd 213,Deer Trail,CO,80105,39.6019319,-104.0626685,On Zayo Network,Restricted,Cell Site,470.5," $33,572.50 ",33572.5,Bldg-089927
318,Bldg-089928,2175.99,0.0,Denver,Strausburg Mile Rd,Strasburg,CO,80136,39.6957118,-104.3037471,On Zayo Network,Restricted,Cell Site,5015.85," $162,875.50 ",162875.5,Bldg-089928
319,Bldg-090300,18754.54,1776.98,Dallas,3010 Waterview Pkwy,Richardson,TX,75080,32.994824,-96.752465,On Zayo Network,Fiber Only,Neutral Data Center,436.62," $38,197.20 ",38197.2,Bldg-090300
320,Bldg-090373,544.6,0.0,Atlanta,1030 Marietta Hwy,Roswell,GA,30075,34.0033555,-84.3912277,On Zayo Network,Fiber Only,Cell Site,9111.26," $228,670.24 ",228670.24,Bldg-090373
321,Bldg-090547,1089.2,0.0,Atlanta,2079 LaVista Rd NE,Atlanta,GA,30329,33.814111100000005,-84.3126944,On Zayo Network,Fiber Only,Cell Site,1328.71," $41,889.04 ",41889.04,Bldg-090547
322,Bldg-090557,544.6,0.0,Atlanta,2125 Northside Dr NW,Atlanta,GA,30305,33.8144444,-84.40611109999999,On Zayo Network,Fiber Only,Cell Site,468.03," $24,040.90 ",24040.9,Bldg-090557
323,Bldg-090571,786.78,0.0,Atlanta,220 Line St,Loganville,GA,30052,33.8461111,-83.90361109999999,On Zayo Network,Fiber Only,Cell Site,70277.99," $1,696,671.76 ",1696671.76,Bldg-090571
324,Bldg-090619,814.43,0.0,Atlanta,2500 Merk Rd SW,Atlanta,GA,30331,33.67521,-84.56059,On Zayo Network,Fiber Only,Cell Site,10119.75," $252,874.00 ",252874.0,Bldg-090619
325,Bldg-090628,349.9,0.0,Atlanta,2575 Peachtree Rd NE,Atlanta,GA,30305,33.825561,-84.3869375,On Zayo Network,Fiber Only,Office - Multi Tenant,136.4," $14,092.00 ",14092.0,Bldg-090628
326,Bldg-090675,652.32,0.0,Atlanta,3090 Post Rd,Winston,GA,30187,33.721416600000005,-84.8294166,On Zayo Network,Restricted,Cell Site,291.07," $18,732.10 ",18732.1,Bldg-090675
327,Bldg-090677,1048.0,0.0,Atlanta,3103 Cumming Hwy,Canton,GA,30114,34.23869439999999,-84.4429722,On Zayo Network,Fiber Only,Cell Site,69984.96," $1,689,639.04 ",1689639.04,Bldg-090677
328,Bldg-090796,544.6,0.0,Atlanta,435 Joseph E Lowery Blvd SW,Atlanta,GA,30310,33.742687700000005,-84.4180561,On Zayo Network,On-Net,Office - Single Tenant,155.16," $14,654.80 ",14654.8,Bldg-090796
329,Bldg-090808,544.6,0.0,Atlanta,4455 Roswell Rd NE,Atlanta,GA,30342,33.8763888,-84.3802777,On Zayo Network,Fiber Only,Cell Site,4446.3," $116,711.20 ",116711.2,Bldg-090808
330,Bldg-090924,0.0,0.0,Atlanta,6320 Roswell Rd,Atlanta,GA,30328,33.9280213,-84.38103709999999,On Zayo Network,Restricted,Cell Site,1864.66," $54,751.84 ",54751.84,Bldg-090924
331,Bldg-090979,544.6,0.0,Atlanta,755 Commerce Dr,Decatur,GA,30030,33.777338799999995,-84.2939416,On Zayo Network,Fiber Only,Cell Site,5319.06," $137,657.44 ",137657.44,Bldg-090979
332,Bldg-090990,544.6,0.0,Atlanta,7780 Jett Ferry Rd,Atlanta,GA,30350,33.9669816,-84.2985525,On Zayo Network,Fiber Only,Cell Site,236.02," $17,080.60 ",17080.6,Bldg-090990
333,Bldg-091032,1102.56,0.0,Atlanta,9887 Fitzgerald Rd,Jonesboro,GA,30238,33.4861111,-84.3833055,On Zayo Network,Fiber Only,Cell Site,43178.54," $1,046,284.96 ",1046284.96,Bldg-091032
334,Bldg-091634,135.36,0.0,Dallas,1201 Elm St,Dallas,TX,75270,32.781105,-96.801846,On Zayo Network,Fiber Only,Office - Multi Tenant,199.22," $23,953.20 ",23953.2,Bldg-091634
335,Bldg-092817,544.6,0.0,Atlanta,1034 W College Ave,Decatur,GA,30030,33.764444,-84.31,Not on Zayo Network,Type 2,Cell Site,3998.73," $105,969.52 ",105969.52,Bldg-092817
336,Bldg-093170,32.66,0.0,Atlanta,1100 Spring St NW,Atlanta,GA,30309,33.7847032,-84.3899849,On Zayo Network,On-Net,College/University,622.89," $24,949.36 ",24949.36,Bldg-093170
337,Bldg-093739,699.18,0.0,Atlanta,1222 Industrial Park Way,Loganville,GA,30052,33.753056,-83.86416700000001,On Zayo Network,Fiber Only,Cell Site,99430.44," $2,396,330.56 ",2396330.56,Bldg-093739
338,Bldg-094034,32.66,0.0,Dallas,12900 Preston Rd,Dallas,TX,75230,32.923947399999996,-96.80275040000001,Build in Progress,Fiber Only,Retail - Single Tenant,375.58," $34,534.80 ",34534.8,Bldg-094034
339,Bldg-094440,445.04999999999995,0.0,Atlanta,1360 Peachtree St NE,Atlanta,GA,30309,33.7915308,-84.3864383,On Zayo Network,On-Net,Office - Multi Tenant,182.0," $15,460.00 ",15460.0,Bldg-094440
340,Bldg-094546,223.6,0.0,Dallas,13612 Midway Rd,Dallas,TX,75244,32.933889,-96.837778,On Zayo Network,Fiber Only,Office - Multi Tenant,218.22," $25,093.20 ",25093.2,Bldg-094546
341,Bldg-094711,452.0,0.0,Dallas,1412 Main St,Dallas,TX,75202,32.78,-96.799444,On Zayo Network,Fiber Only,Office - Multi Tenant,4.17," $12,250.20 ",12250.2,Bldg-094711
342,Bldg-096379,1844.0,1286.19,Atlanta,181 Purcell Free Dr,Ball Ground,GA,30107,34.341389,-84.386944,Not on Zayo Network,Type 2,Cell Site,94661.26," $2,281,870.24 ",2281870.24,Bldg-096379
343,Bldg-097698,671.53,0.0,Atlanta,2190 Atlanta Rd SE,Smyrna,GA,30080,33.9,-84.526667,Not on Zayo Network,Type 2,Cell Site,955.12," $32,922.88 ",32922.88,Bldg-097698
344,Bldg-098524,224.71,0.0,Dallas,2501 Oak Lawn Ave,Dallas,TX,75219,32.805,-96.8141667,On Zayo Network,Fiber Only,Office - Multi Tenant,199.64," $23,978.40 ",23978.4,Bldg-098524
345,Bldg-099874,225.62,0.0,Dallas,3100 Monticello Ave,Dallas,TX,75205,32.827549600000005,-96.7857569,Not on Zayo Network,Fiber Only,Office - Multi Tenant,211.07," $24,664.20 ",24664.2,Bldg-099874
346,Bldg-100477,165.96,0.0,Atlanta,34 Peachtree St NW,Atlanta,GA,30303,33.7548169,-84.3896775,On Zayo Network,On-Net,Office - Multi Tenant,105.45," $13,163.50 ",13163.5,Bldg-100477
347,Bldg-100528,4510.67,165.96,Atlanta,3445 Peachtree Rd NE,Atlanta,GA,30326,33.849722,-84.361111,On Zayo Network,On-Net,Office - Multi Tenant,438.66," $23,159.80 ",23159.8,Bldg-100528
348,Bldg-101636,55.32,0.0,Atlanta,401 W Peachtree St NW,Atlanta,GA,30308,33.765278,-84.386944,On Zayo Network,On-Net,Federal Government,1485.7," $45,656.80 ",45656.8,Bldg-101636
349,Bldg-101781,225.62,0.0,Atlanta,4170 Ashford Dunwoody Rd NE,Atlanta,GA,30319,33.914444,-84.3375,On Zayo Network,On-Net,Office - Single Tenant,551.89," $23,245.36 ",23245.36,Bldg-101781
350,Bldg-103416,746.82,55.32,Dallas,6901 Windcrest Dr Bldg D5,Plano,TX,75024,33.0713401,-96.80713279999999,On Zayo Network,Fiber Only,Office - Single Tenant,947.97," $35,699.25 ",35699.25,Bldg-103416
351,Bldg-103564,265.11,0.0,Atlanta,5605 Glenridge Dr,Atlanta,GA,30342,33.906667,-84.36416700000001,On Zayo Network,On-Net,Office - Multi Tenant,173.84," $15,215.20 ",15215.2,Bldg-103564
352,Bldg-103565,227.61,0.0,Dallas,5605 N MacArthur Blvd,Irving,TX,75038,32.888889,-96.965,On Zayo Network,Fiber Only,Office - Multi Tenant,331.31," $31,878.60 ",31878.6,Bldg-103565
353,Bldg-103931,1280.1599999999999,55.32,Dallas,5949 Sherry Ln,Dallas,TX,75225,32.8625,-96.809722,On Zayo Network,Fiber Only,Office - Multi Tenant,250.32," $27,019.20 ",27019.2,Bldg-103931
354,Bldg-104916,544.6,0.0,Atlanta,6700 Riverside Dr,Atlanta,GA,30328,33.938889,-84.406389,On Zayo Network,Fiber Only,Cell Site,8477.25," $213,454.00 ",213454.0,Bldg-104916
355,Bldg-105291,125.41,0.0,Atlanta,7000 Peachtree Dunwoody Rd,Atlanta,GA,30328,33.9472836,-84.35459770000001,On Zayo Network,On-Net,Office - Multi Tenant,2533.15," $70,795.60 ",70795.6,Bldg-105291
356,Bldg-105321,671.52,0.0,Atlanta,7030 Commercial Dr,Morrow,GA,30260,33.562778,-84.34083299999999,On Zayo Network,Fiber Only,Cell Site,1019.69," $34,472.56 ",34472.56,Bldg-105321
357,Bldg-105792,226.0,0.0,Dallas,7515 Greenville Ave,Dallas,TX,75231,32.883611,-96.76,On Zayo Network,Fiber Only,Office - Multi Tenant,661.33," $28,533.25 ",28533.25,Bldg-105792
358,Bldg-106314,845.16,0.0,Dallas,823 Woodway Ln,Richardson,TX,75081,32.937778,-96.714167,On Zayo Network,Fiber Only,Cell Site,3284.8," $94,120.00 ",94120.0,Bldg-106314
359,Bldg-108659,631.11,0.0,Atlanta,6 W Druid Hills Dr NE,Atlanta,GA,30329,33.831659,-84.3401577,On Zayo Network,Fiber Only,Office - Multi Tenant,24.34," $10,730.20 ",10730.2,Bldg-108659
360,Bldg-108671,8315.659999999998,221.28,Denver,9706 E Easter Ave,Englewood,CO,80112,39.587387299999996,-104.876543,On Zayo Network,Fiber Only,Neutral Data Center,109.6," $17,332.00 ",17332.0,Bldg-108671
361,Bldg-108686,0.0,0.0,Denver,351 4th St,Bennett,CO,80102,39.757671,-104.4294293,On Zayo Network,On-Net,Carrier POP,7160.95," $227,228.50 ",227228.5,Bldg-108686
362,Bldg-108721,10105.850000000002,55.32,Denver,391 Inverness Pkwy,Englewood,CO,80112,39.563996,-104.86656799999999,On Zayo Network,On-Net,Neutral Data Center,78.03," $15,911.35 ",15911.35,Bldg-108721
363,Bldg-108724,185984.24999999997,626.96,Denver,24055 E 6th Ave,Aurora,CO,80018,39.726389000000005,-104.70741,On Zayo Network,On-Net,Carrier POP,220.76," $22,334.20 ",22334.2,Bldg-108724
364,Bldg-108725,46509.04,0.0,Denver,3443 Blake St,Denver,CO,80205,39.7682211,-104.9770117,On Zayo Network,On-Net,Carrier POP,39.56," $14,180.20 ",14180.2,Bldg-108725
365,Bldg-108780,2346.93,0.0,Atlanta,2204 Lavista Rd NE,Atlanta,GA,30329,33.8179846,-84.3132224,Not on Zayo Network,Stubbed,ILEC Central Office,26.18," $10,785.40 ",10785.4,Bldg-108780
366,Bldg-108807,25854.49,0.0,Atlanta,7200 Campbellton Rd SW,Atlanta,GA,30331,33.690294200000004,-84.6225891,On Zayo Network,Fiber Only,Earth Station/Satellite Farm/Uplink Facility,847.38," $30,337.12 ",30337.12,Bldg-108807
367,Bldg-108825,1599.41,0.0,Atlanta,3795 Mansell Rd,Alpharetta,GA,30022,34.036737,-84.29257199999999,On Zayo Network,Fiber Only,Clinic,300.3," $19,009.00 ",19009.0,Bldg-108825
368,Bldg-108979,451.18,0.0,Denver,5300 DTC Pkwy,Englewood,CO,80111,39.619994,-104.89616299999999,On Zayo Network,Fiber Only,Zayo Office,107.26," $17,226.70 ",17226.7,Bldg-108979
369,Bldg-108980,224.3,0.0,Atlanta,3490 Piedmont Rd NE,Atlanta,GA,30305,33.8485964,-84.3762327,On Zayo Network,Fiber Only,Office - Multi Tenant,288.81," $18,664.30 ",18664.3,Bldg-108980
370,Bldg-109029,1351.9,0.0,Atlanta,705 Westech Dr,Norcross,GA,30092,33.9579631,-84.22917149999999,On Zayo Network,On-Net,Office - Multi Tenant,3339.69," $90,152.56 ",90152.56,Bldg-109029
371,Bldg-109034,13883.019999999999,221.28,Atlanta,13560 Morris Rd,Alpharetta,GA,30004,34.0953494,-84.2586726,On Zayo Network,Fiber Only,Office - Multi Tenant,551.42," $23,234.08 ",23234.08,Bldg-109034
372,Bldg-109081,413.3,0.0,Atlanta,5909 N Peachtree Rd,Dunwoody,GA,30338,33.916299,-84.3503,On Zayo Network,Fiber Only,Office - Multi Tenant,225.67," $16,770.10 ",16770.1,Bldg-109081
373,Bldg-109094,1608.83,0.0,Atlanta,Ralph David Abernathy Blvd & Joseph E Lowery Blvd SW,Atlanta,GA,30310,33.7380237,-84.4177052,On Zayo Network,Fiber Only,Splice Point,18.5," $10,555.00 ",10555.0,Bldg-109094
374,Bldg-109100,165.96,0.0,Denver,1200 17th St,Denver,CO,80202,39.7488517,-104.9954405,On Zayo Network,Fiber Only,Office - Multi Tenant,167.03," $19,916.35 ",19916.35,Bldg-109100
375,Bldg-109147,316.36,0.0,Dallas,200 E Tyler St,Richardson,TX,75081,32.9493396,-96.7299003,On Zayo Network,Fiber Only,ILEC Central Office,166.66," $21,999.60 ",21999.6,Bldg-109147
376,Bldg-109148,2584.0,0.0,Dallas,625 E Royal Ln,Irving,TX,75039,32.896279,-96.934963,Not on Zayo Network,Stubbed,ILEC Central Office,134.15," $20,049.00 ",20049.0,Bldg-109148
377,Bldg-109151,0.0,0.0,Dallas,8643 Hillcrest Ave,Dallas,TX,75225,32.868235,-96.7873089,Not on Zayo Network,Stubbed,ILEC Central Office,178.1," $22,686.00 ",22686.0,Bldg-109151
378,Bldg-109207,4499.27,331.92,Atlanta,3100 Cumberland Blvd SE,Atlanta,GA,30339,33.8773458,-84.4652295,On Zayo Network,Fiber Only,Office - Multi Tenant,317.03," $19,510.90 ",19510.9,Bldg-109207
379,Bldg-109226,346.9,0.0,Atlanta,Holcomb Bridge Rd-Spalding Dr,Norcross,GA,30092,33.9681565,-84.2580375,On Zayo Network,Fiber Only,Splice Point,28.27," $10,848.10 ",10848.1,Bldg-109226
380,Bldg-109234,674.88,0.0,Denver,555 17th St,Denver,CO,80202,39.745216,-104.989305,On Zayo Network,Fiber Only,Office - Multi Tenant,97.89," $16,805.05 ",16805.05,Bldg-109234
381,Bldg-109237,33.17,0.0,Denver,1001 17th St,Denver,CO,80202,39.749125,-104.99319799999999,On Zayo Network,Fiber Only,Office - Multi Tenant,145.73," $18,957.85 ",18957.85,Bldg-109237
382,Bldg-109238,165.96,0.0,Denver,1515 Arapahoe St,Denver,CO,80202,39.74785,-104.99681000000001,On Zayo Network,On-Net,Office - Multi Tenant,235.75," $23,008.75 ",23008.75,Bldg-109238
383,Bldg-109240,1563.1,147.52,Denver,633 17th St,Denver,CO,80202,39.746576,-104.989953,On Zayo Network,Fiber Only,Office - Multi Tenant,153.08," $19,288.60 ",19288.6,Bldg-109240
384,Bldg-109244,221.28,0.0,Denver,1801 California St,Denver,CO,80202,39.747721000000006,-104.989636,On Zayo Network,On-Net,Office - Multi Tenant,207.17," $21,722.65 ",21722.65,Bldg-109244
385,Bldg-109245,70.19,0.0,Denver,1331 17th St,Denver,CO,80202,39.750939,-104.996504,On Zayo Network,Fiber Only,Office - Multi Tenant,321.92," $26,886.40 ",26886.4,Bldg-109245
386,Bldg-109247,6617.150000000001,0.0,Denver,1660 Lincoln St,Denver,CO,80264,39.742934999999996,-104.985652,On Zayo Network,Fiber Only,Office - Multi Tenant,112.21," $17,449.45 ",17449.45,Bldg-109247
387,Bldg-109249,3230.8,0.0,Denver,621 17th St,Denver,CO,80293,39.7457646,-104.9901386,On Zayo Network,Fiber Only,Office - Multi Tenant,72.45," $15,660.25 ",15660.25,Bldg-109249
388,Bldg-109250,220.63,0.0,Denver,410 17th St,Denver,CO,80202,39.744040000000005,-104.988924,On Zayo Network,Fiber Only,Office - Multi Tenant,112.05," $17,442.25 ",17442.25,Bldg-109250
389,Bldg-109251,224.62,0.0,Denver,1560 Broadway,Denver,CO,80202,39.7413911,-104.98645230000001,On Zayo Network,Fiber Only,Office - Multi Tenant,69.42," $15,523.90 ",15523.9,Bldg-109251
390,Bldg-109254,452.51,0.0,Denver,2000 S Colorado Blvd/Annex Bldg,Denver,CO,80222,39.680732,-104.937182,On Zayo Network,Fiber Only,Office - Multi Tenant,339.24," $27,665.80 ",27665.8,Bldg-109254
391,Bldg-109476,451.03999999999996,0.0,Atlanta,1465 Northside Dr NW,Atlanta,GA,30318,33.7944946,-84.40726120000001,On Zayo Network,Fiber Only,Office - Multi Tenant,213.05," $16,391.50 ",16391.5,Bldg-109476
392,Bldg-109477,0.0,0.0,Atlanta,64 Perimeter Ctr E,Atlanta,GA,30346,33.921457000000004,-84.332031,On Zayo Network,On-Net,Office - Multi Tenant,2054.46," $59,307.04 ",59307.04,Bldg-109477
393,Bldg-109643,6320.38,165.96,Atlanta,3200 Cobb Galleria Pkwy,Atlanta,GA,30339,33.8817969,-84.4562843,On Zayo Network,Fiber Only,Office - Multi Tenant,189.42," $15,682.60 ",15682.6,Bldg-109643
394,Bldg-109700,224.62,0.0,Atlanta,133 Peachtree St NE,Atlanta,GA,30303,33.75747020000001,-84.38729520000001,On Zayo Network,On-Net,Office - Multi Tenant,654.37," $25,704.88 ",25704.88,Bldg-109700
395,Bldg-109799,50349.64000000001,110.64,Dallas,1201 Main St,Dallas,TX,75202,32.7804649,-96.8022322,On Zayo Network,On-Net,Office - Multi Tenant,141.06," $20,463.60 ",20463.6,Bldg-109799
396,Bldg-109809,228.43,0.0,Dallas,3838 Oak Lawn Ave,Dallas,TX,75219,32.8142085,-96.8008339,On Zayo Network,Fiber Only,Office - Multi Tenant,507.67," $24,691.75 ",24691.75,Bldg-109809
397,Bldg-109813,226.0,0.0,Dallas,8585 N Stemmons Fwy,Dallas,TX,75247,32.82967,-96.875088,On Zayo Network,Fiber Only,Office - Multi Tenant,381.64," $34,898.40 ",34898.4,Bldg-109813
398,Bldg-109814,337923.2799999995,709.94,Dallas,8600 Harry Hines Blvd,Dallas,TX,75235,32.8383604,-96.8652798,On Zayo Network,On-Net,Neutral Data Center,249.75," $26,985.00 ",26985.0,Bldg-109814
399,Bldg-109816,283.75,0.0,Dallas,1320 Greenway Dr,Irving,TX,75038,32.8890153,-96.9702047,On Zayo Network,Fiber Only,Office - Multi Tenant,556.33," $25,908.25 ",25908.25,Bldg-109816
400,Bldg-109818,1104.47,0.0,Dallas,222 W Las Colinas Blvd,Irving,TX,75039,32.871478,-96.943924,On Zayo Network,Restricted,Office - Multi Tenant,315.99," $30,959.40 ",30959.4,Bldg-109818
401,Bldg-110025,6828.33,0.0,Denver,23751 E 6th Ave,Aurora,CO,80018,39.726188,-104.70995,Not on Zayo Network,Stubbed,Carrier POP,102.62," $17,017.90 ",17017.9,Bldg-110025
402,Bldg-110085,544.6,0.0,Atlanta,1600 Clifton Rd NE,Atlanta,GA,30329,33.798625,-84.32729300000001,Not on Zayo Network,Stubbed,Federal Government,627.4," $25,057.60 ",25057.6,Bldg-110085
403,Bldg-110175,305.4,0.0,Denver,30th and I-225,Aurora,CO,80011,39.75716,-104.827912,On Zayo Network,On-Net,Splice Point,1.89," $12,485.05 ",12485.05,Bldg-110175
404,Bldg-110179,1906.28,0.0,Denver,38th and Walnut,Denver,CO,80201,39.750701,-104.98967900000001,On Zayo Network,Fiber Only,Splice Point,487.8," $34,351.00 ",34351.0,Bldg-110179
405,Bldg-110217,0.0,0.0,Denver,E 6th Ave,Aurora,CO,80011,39.724747,-104.826188,On Zayo Network,On-Net,Splice Point,5.29," $12,638.05 ",12638.05,Bldg-110217
406,Bldg-110290,2538.9700000000003,0.0,Dallas,2914 Taylor St,Dallas,TX,75226,32.7813744,-96.78086970000001,On Zayo Network,Fiber Only,Neutral Data Center,160.31," $21,618.60 ",21618.6,Bldg-110290
407,Bldg-110365,4785.53,2349.26,Denver,2975 Walnut St,Denver,CO,80205,39.762842,-104.982052,On Zayo Network,Restricted,Office - Single Tenant,140.49," $18,722.05 ",18722.05,Bldg-110365
